
These predictions were generated by HydroDyn on 12-Aug-2019 at 11:27:38.




    Time            Wave1Elev              M1N1Vxi              M1N1Vzi              M1N1Axi              M1N1Azi             M1N1FDxi             M1N1FDzi             M1N1FIxi             M1N1FIzi             M1N1FAxi             M1N1FAzi
   (sec)                  (m)                (m/s)                (m/s)              (m/s^2)              (m/s^2)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)                (N/m)
   17.0250          -1.1750E+00           2.7861E-01           9.6508E-01           7.6901E-01          -1.3804E-01          -8.3736E+01           5.2838E+01           6.0390E+03          -3.8107E+03           0.0000E+00           0.0000E+00
   17.0500          -1.1140E+00           2.9753E-01           9.6069E-01           7.6551E-01          -1.4741E-01          -7.3103E+01           4.6128E+01           6.0560E+03          -3.8214E+03           0.0000E+00           0.0000E+00
   17.0750          -1.0530E+00           3.1644E-01           9.5629E-01           7.6200E-01          -1.5678E-01          -6.3190E+01           3.9874E+01           6.0730E+03          -3.8321E+03           0.0000E+00           0.0000E+00
   17.1000          -9.9194E-01           3.3535E-01           9.5189E-01           7.5850E-01          -1.6615E-01          -5.4000E+01           3.4075E+01           6.0900E+03          -3.8428E+03           0.0000E+00           0.0000E+00
   17.1250          -9.3090E-01           3.5427E-01           9.4750E-01           7.5499E-01          -1.7552E-01          -4.5532E+01           2.8731E+01           6.1070E+03          -3.8536E+03           0.0000E+00           0.0000E+00
   17.1500          -8.6987E-01           3.7318E-01           9.4310E-01           7.5149E-01          -1.8489E-01          -3.7786E+01           2.3843E+01           6.1240E+03          -3.8643E+03           0.0000E+00           0.0000E+00
   17.1750          -8.0884E-01           3.9210E-01           9.3870E-01           7.4799E-01          -1.9426E-01          -3.0761E+01           1.9411E+01           6.1410E+03          -3.8750E+03           0.0000E+00           0.0000E+00
   17.2000          -7.4780E-01           4.1101E-01           9.3430E-01           7.4448E-01          -2.0363E-01          -2.4458E+01           1.5433E+01           6.1580E+03          -3.8857E+03           0.0000E+00           0.0000E+00
   17.2250          -6.8677E-01           4.2992E-01           9.2991E-01           7.4098E-01          -2.1300E-01          -1.8877E+01           1.1912E+01           6.1749E+03          -3.8964E+03           0.0000E+00           0.0000E+00
   17.2500          -6.2574E-01           4.4884E-01           9.2551E-01           7.3748E-01          -2.2237E-01          -1.4018E+01           8.8453E+00           6.1919E+03          -3.9072E+03           0.0000E+00           0.0000E+00
   17.2750          -5.6317E-01           4.6665E-01           9.1883E-01           7.3216E-01          -2.3120E-01          -9.8224E+00           6.1980E+00           6.1937E+03          -3.9083E+03           0.0000E+00           0.0000E+00
   17.3000          -5.0059E-01           4.8445E-01           9.1216E-01           7.2684E-01          -2.4002E-01          -6.3711E+00           4.0203E+00           6.1954E+03          -3.9094E+03           0.0000E+00           0.0000E+00
   17.3250          -4.3801E-01           5.0226E-01           9.0548E-01           7.2152E-01          -2.4884E-01          -3.6638E+00           2.3119E+00           6.1972E+03          -3.9105E+03           0.0000E+00           0.0000E+00
   17.3500          -3.7544E-01           5.2007E-01           8.9881E-01           7.1620E-01          -2.5767E-01          -1.7008E+00           1.0732E+00           6.1989E+03          -3.9116E+03           0.0000E+00           0.0000E+00
   17.3750          -3.1287E-01           5.3788E-01           8.9213E-01           7.1088E-01          -2.6649E-01          -4.8191E-01           3.0409E-01           6.2007E+03          -3.9127E+03           0.0000E+00           0.0000E+00
   17.4000          -2.5030E-01           5.5569E-01           8.8545E-01           7.0556E-01          -2.7531E-01          -7.0973E-03           4.4784E-03           6.2024E+03          -3.9138E+03           0.0000E+00           0.0000E+00
   17.4250          -1.8772E-01           5.7350E-01           8.7878E-01           7.0024E-01          -2.8413E-01           2.7637E-01          -1.7439E-01           6.2042E+03          -3.9149E+03           0.0000E+00           0.0000E+00
   17.4500          -1.2515E-01           5.9131E-01           8.7210E-01           6.9492E-01          -2.9296E-01           1.2898E+00          -8.1390E-01           6.2059E+03          -3.9160E+03           0.0000E+00           0.0000E+00
   17.4750          -6.2573E-02           6.0911E-01           8.6543E-01           6.8960E-01          -3.0178E-01           3.0474E+00          -1.9229E+00           6.2077E+03          -3.9171E+03           0.0000E+00           0.0000E+00
   17.5000           1.3451E-07           6.2692E-01           8.5875E-01           6.8428E-01          -3.1060E-01           5.5490E+00          -3.5014E+00           6.2094E+03          -3.9182E+03           0.0000E+00           0.0000E+00
   17.5250           6.2573E-02           6.4319E-01           8.4996E-01           6.7728E-01          -3.1866E-01           8.7603E+00          -5.5278E+00           6.1959E+03          -3.9097E+03           0.0000E+00           0.0000E+00
   17.5500           1.2515E-01           6.5945E-01           8.4117E-01           6.7027E-01          -3.2672E-01           1.2702E+01          -8.0148E+00           6.1823E+03          -3.9011E+03           0.0000E+00           0.0000E+00
   17.5750           1.8772E-01           6.7572E-01           8.3238E-01           6.6327E-01          -3.3478E-01           1.7373E+01          -1.0963E+01           6.1688E+03          -3.8926E+03           0.0000E+00           0.0000E+00
   17.6000           2.5030E-01           6.9198E-01           8.2359E-01           6.5626E-01          -3.4284E-01           2.2775E+01          -1.4371E+01           6.1553E+03          -3.8840E+03           0.0000E+00           0.0000E+00
   17.6250           3.1287E-01           7.0825E-01           8.1480E-01           6.4926E-01          -3.5090E-01           2.8906E+01          -1.8240E+01           6.1417E+03          -3.8755E+03           0.0000E+00           0.0000E+00
   17.6500           3.7544E-01           7.2451E-01           8.0601E-01           6.4225E-01          -3.5895E-01           3.5768E+01          -2.2570E+01           6.1282E+03          -3.8669E+03           0.0000E+00           0.0000E+00
   17.6750           4.3801E-01           7.4078E-01           7.9722E-01           6.3525E-01          -3.6701E-01           4.3359E+01          -2.7360E+01           6.1146E+03          -3.8584E+03           0.0000E+00           0.0000E+00
   17.7000           5.0059E-01           7.5704E-01           7.8843E-01           6.2824E-01          -3.7507E-01           5.1681E+01          -3.2611E+01           6.1011E+03          -3.8498E+03           0.0000E+00           0.0000E+00
   17.7250           5.6317E-01           7.7331E-01           7.7964E-01           6.2124E-01          -3.8313E-01           6.0733E+01          -3.8323E+01           6.0876E+03          -3.8413E+03           0.0000E+00           0.0000E+00
   17.7500           6.2574E-01           7.8957E-01           7.7085E-01           6.1424E-01          -3.9119E-01           7.0514E+01          -4.4495E+01           6.0740E+03          -3.8328E+03           0.0000E+00           0.0000E+00
   17.7750           6.8677E-01           8.0389E-01           7.6016E-01           6.0572E-01          -3.9828E-01           8.0654E+01          -5.0893E+01           6.0455E+03          -3.8148E+03           0.0000E+00           0.0000E+00
   17.8000           7.4780E-01           8.1821E-01           7.4947E-01           5.9720E-01          -4.0538E-01           9.1474E+01          -5.7721E+01           6.0170E+03          -3.7968E+03           0.0000E+00           0.0000E+00
   17.8250           8.0884E-01           8.3253E-01           7.3878E-01           5.8868E-01          -4.1247E-01           1.0298E+02          -6.4979E+01           5.9885E+03          -3.7788E+03           0.0000E+00           0.0000E+00
   17.8500           8.6987E-01           8.4686E-01           7.2809E-01           5.8017E-01          -4.1957E-01           1.1516E+02          -7.2666E+01           5.9600E+03          -3.7608E+03           0.0000E+00           0.0000E+00
   17.8750           9.3090E-01           8.6118E-01           7.1740E-01           5.7165E-01          -4.2666E-01           1.2802E+02          -8.0783E+01           5.9315E+03          -3.7428E+03           0.0000E+00           0.0000E+00
   17.9000           9.9194E-01           8.7550E-01           7.0671E-01           5.6313E-01          -4.3376E-01           1.4157E+02          -8.9330E+01           5.9030E+03          -3.7249E+03           0.0000E+00           0.0000E+00
   17.9250           1.0530E+00           8.8982E-01           6.9603E-01           5.5462E-01          -4.4085E-01           1.5579E+02          -9.8306E+01           5.8745E+03          -3.7069E+03           0.0000E+00           0.0000E+00
   17.9500           1.1140E+00           9.0414E-01           6.8534E-01           5.4610E-01          -4.4795E-01           1.7070E+02          -1.0771E+02           5.8460E+03          -3.6889E+03           0.0000E+00           0.0000E+00
   17.9750           1.1750E+00           9.1846E-01           6.7465E-01           5.3758E-01          -4.5504E-01           1.8629E+02          -1.1755E+02           5.8175E+03          -3.6709E+03           0.0000E+00           0.0000E+00
   18.0000           1.2361E+00           9.3278E-01           6.6396E-01           5.2907E-01          -4.6214E-01           2.0255E+02          -1.2781E+02           5.7890E+03          -3.6529E+03           0.0000E+00           0.0000E+00
   18.0250           1.2941E+00           9.4480E-01           6.5164E-01           5.1925E-01          -4.6810E-01           2.1847E+02          -1.3785E+02           5.7463E+03          -3.6260E+03           0.0000E+00           0.0000E+00
   18.0500           1.3520E+00           9.5683E-01           6.3931E-01           5.0943E-01          -4.7405E-01           2.3498E+02          -1.4827E+02           5.7035E+03          -3.5990E+03           0.0000E+00           0.0000E+00
   18.0750           1.4100E+00           9.6885E-01           6.2699E-01           4.9961E-01          -4.8001E-01           2.5209E+02          -1.5907E+02           5.6608E+03          -3.5720E+03           0.0000E+00           0.0000E+00
   18.1000           1.4680E+00           9.8088E-01           6.1467E-01           4.8979E-01          -4.8597E-01           2.6981E+02          -1.7025E+02           5.6180E+03          -3.5450E+03           0.0000E+00           0.0000E+00
   18.1250           1.5260E+00           9.9290E-01           6.0234E-01           4.7997E-01          -4.9192E-01           2.8813E+02          -1.8181E+02           5.5753E+03          -3.5181E+03           0.0000E+00           0.0000E+00
   18.1500           1.5840E+00           1.0049E+00           5.9002E-01           4.7015E-01          -4.9788E-01           3.0705E+02          -1.9375E+02           5.5325E+03          -3.4911E+03           0.0000E+00           0.0000E+00
